input_text,target_text
translate question to dbpedia path: Name the scientist whose doctoral supervisor's doctoral student is John Bowlby?,[ANS] >> dbp:doctoralAdvisor >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Scientist [SEP] [VAR1] >> dbo:doctoralStudent >> dbr:John_Bowlby
"translate question to dbpedia path: Which author inspired Susanna Clarke, and wrote Northanger Abbey?",dbr:Northanger_Abbey >> dbp:author >> [ANS] [SEP] dbr:Susanna_Clarke >> dbp:influences >> [ANS]
"translate question to dbpedia path: Name the office holder whose Governor is Charles Willing Byrd and has resting place as North Bend, Ohio?","[ANS] >> dbp:governor >> dbr:Charles_Willing_Byrd [SEP] [ANS] >> dbp:restingplace >> dbr:North_Bend,_Ohio [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder"
translate question to dbpedia path: Over what do Concor holdings have a bridge?,[VAR1] >> dbo:builder >> dbr:Concor_Holdings [SEP] [VAR1] >> dbp:crosses >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bridge
translate question to dbpedia path: Which sports are played at both the Polytech uni of Bataan and Taguig?,dbr:Polytechnic_University_of_the_Philippines_Taguig >> dbo:sport >> [ANS] [SEP] dbr:Polytechnic_University_of_the_Philippines_–_Bataan >> dbo:sport >> [ANS]
translate question to dbpedia path: Name the movies distributed by Cinema International Corporation and edited by Hulian Doyle ?,[ANS] >> dbp:distributor >> dbr:Cinema_International_Corporation [SEP] [ANS] >> dbp:editing >> dbr:Julian_Doyle_(filmmaker) [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: What is the company which has Raymond Conner and Dennis Muilenburg as key person?,[ANS] >> dbp:keyPeople >> dbr:Dennis_Muilenburg [SEP] [ANS] >> dbp:keyPeople >> dbr:Raymond_Conner [SEP] [ANS] >> rdf:type >> dbo:Company
translate question to dbpedia path: Who narrated the albums in which Harry Nilsson performed?,[VAR1] >> dbo:artist >> dbr:Harry_Nilsson [SEP] [VAR1] >> dbp:narrated >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Album
translate question to dbpedia path: What is the province of Rouen Business School ?,dbr:Rouen_Business_School >> dbp:province >> [ANS]
translate question to dbpedia path: List some songwriters whose work has been recorded in Miami?,[VAR1] >> dbo:recordedIn >> dbr:Miami [SEP] [VAR1] >> dbp:writer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Work
translate question to dbpedia path: Is KOMC-FM the sister station of KOMC (AM)?,ASK >> dbr:KOMC_(AM) >> dbo:sisterStation >> dbr:KOMC-FM
translate question to dbpedia path: What is the denomination of S. H. Kapadia ?,dbr:S._H._Kapadia >> dbp:religion >> [ANS]
translate question to dbpedia path: who are the managers of england national under 20 football team?,[ANS] >> dbp:managerclubs >> dbr:England_national_under-20_football_team
translate question to dbpedia path: What is the total number of relgions followed by people born in Bangkok?,COUNT >> [VAR1] >> dbo:religion >> [ANS] [SEP] [VAR1] >> dbp:birthPlace >> dbr:Bangkok
translate question to dbpedia path: Which movies have someone on their cast from Shelby County in Tennessee?,"[ANS] >> dbp:starring >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbo:hometown >> dbr:Shelby_County,_Tennessee"
translate question to dbpedia path: Who appointed the governor under whom Richard Winn served?,[VAR1] >> dbp:appointer >> [ANS] [SEP] dbr:Richard_Winn >> dbo:governor >> [VAR1]
translate question to dbpedia path: What is the city whose mayor is Anne Hidalgo?,[ANS] >> dbp:mayor >> dbr:Anne_Hidalgo [SEP] [ANS] >> rdf:type >> dbo:Settlement
"translate question to dbpedia path: In which ice hockey league, did the team coached by Joel Quenneville win?",[ANS] >> dbp:champion >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:IceHockeyLeague [SEP] [VAR1] >> dbp:headCoach >> dbr:Joel_Quenneville
translate question to dbpedia path: Which musical artist collaborated with Tony Allen (musician) and label is Victor Entertainment?,[ANS] >> dbo:associatedMusicalArtist >> dbr:Tony_Allen_(musician) [SEP] [ANS] >> dbp:label >> dbr:Victor_Entertainment [SEP] [ANS] >> rdf:type >> dbo:MusicalArtist
translate question to dbpedia path: Which american football players currently plays for Michigan Wolverines?,[ANS] >> dbp:currentteam >> dbr:Michigan_Wolverines [SEP] [ANS] >> rdf:type >> dbo:AmericanFootballPlayer
translate question to dbpedia path: In how many different places have US people died?,COUNT >> [ANS] >> rdf:type >> dbo:Location [SEP] [VAR1] >> dbo:deathPlace >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:United_States
translate question to dbpedia path: Count the number of software which runs on Microsoft Windows and mac OS ?,COUNT >> [ANS] >> dbo:operatingSystem >> dbr:Mac_OS [SEP] [ANS] >> dbo:operatingSystem >> dbr:Microsoft_Windows
translate question to dbpedia path: What is the common race of the Martin Molony and race of the Coneygree ?,dbr:Coneygree >> dbp:race >> [ANS] [SEP] dbr:Martin_Molony >> dbo:race >> [ANS]
translate question to dbpedia path: Which countries led by Elizabeth II?,[ANS] >> dbp:leaderName >> dbr:Elizabeth_II [SEP] [ANS] >> rdf:type >> dbo:Country
translate question to dbpedia path: Who is the tenant of the home stadium of Toronto Phantoms?,[VAR1] >> dbo:tenant >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Stadium [SEP] dbr:Toronto_Phantoms >> dbp:arena >> [VAR1]
translate question to dbpedia path: What is the purpose of Maharashtra Chess Association ?,dbr:Maharashtra_Chess_Association >> dbp:purpose >> [ANS]
translate question to dbpedia path: What is the draft team of the ice hockey players whose position is Centre ?,[VAR1] >> dbo:draftTeam >> [ANS] [SEP] [VAR1] >> dbp:position >> dbr:Centre_(ice_hockey) [SEP] [VAR1] >> rdf:type >> dbo:IceHockeyPlayer
translate question to dbpedia path: Who represent the constituencies of Noe Valley and Duboce Triangle ?,"[ANS] >> dbp:constituency >> dbr:Duboce_Triangle,_San_Francisco [SEP] [ANS] >> dbp:constituency >> dbr:Noe_Valley,_San_Francisco"
translate question to dbpedia path: What is the total number of religions that politicians have followed?,COUNT >> [VAR1] >> dbo:profession >> dbr:Politician [SEP] [VAR1] >> dbo:religion >> [ANS]
translate question to dbpedia path: What sports team's arena is The Palace of Auburn Hills,[ANS] >> dbp:arena >> dbr:The_Palace_of_Auburn_Hills [SEP] [ANS] >> rdf:type >> dbo:SportsTeam
translate question to dbpedia path: Name the religious affiliation of Vagif Aliyev ?,dbr:Vagif_Aliyev >> dbo:religion >> [ANS]
translate question to dbpedia path: Who composed songs in the Mr Tambourine Man album?,[VAR1] >> dbo:composer >> [ANS] [SEP] [VAR1] >> dbp:album >> dbr:Mr._Tambourine_Man_(album) [SEP] [VAR1] >> rdf:type >> dbo:Song
translate question to dbpedia path: To what companies is Dennis Muilenburg important?,[ANS] >> dbp:keyPeople >> dbr:Dennis_Muilenburg [SEP] [ANS] >> rdf:type >> dbo:Company
translate question to dbpedia path: Name the TV show whose company is Playtone and written by Graham Yost?,[ANS] >> dbo:company >> dbr:Playtone [SEP] [ANS] >> dbp:writer >> dbr:Graham_Yost [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Where are the politicians buried who succeeded George Whitefield Davis?,[VAR1] >> dbp:predecessor >> dbr:George_Whitefield_Davis [SEP] [VAR1] >> dbp:restingplace >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:OfficeHolder
translate question to dbpedia path: What is the fictional character which belongs to families of Darth Vader and Padm Amidala?,[ANS] >> dbp:family >> dbr:Darth_Vader [SEP] [ANS] >> dbp:family >> dbr:Padmé_Amidala [SEP] [ANS] >> rdf:type >> dbo:FictionalCharacter
translate question to dbpedia path: What were robert sarvis and JAck Ryan nominated for ?,dbr:Jack_Ryan_(politician) >> dbo:nominee >> [ANS] [SEP] dbr:Robert_Sarvis >> dbo:nominee >> [ANS]
translate question to dbpedia path: Count the number of other services of the companies which provides the Microsoft Azure as service ?,COUNT >> [VAR1] >> dbp:services >> [ANS] [SEP] [VAR1] >> dbp:services >> dbr:Microsoft_Azure
translate question to dbpedia path: Which animator of the The Skeleton Dance is also the director of The Haunted House (1929 film) ?,dbr:The_Haunted_House_(1929_film) >> dbo:director >> [ANS] [SEP] dbr:The_Skeleton_Dance >> dbo:animator >> [ANS]
translate question to dbpedia path: How many first drivers have participated when Scuderia Ferrari was a first team?,COUNT >> [VAR1] >> dbo:firstDriver >> [ANS] [SEP] [VAR1] >> dbp:firstTeam >> dbr:Scuderia_Ferrari
translate question to dbpedia path: In how many countries are people born who play cricket?,COUNT >> [ANS] >> rdf:type >> dbo:Country [SEP] [VAR1] >> dbo:occupation >> dbr:Cricket [SEP] [VAR1] >> dbo:stateOfOrigin >> [ANS]
translate question to dbpedia path: What are the towns who have Thesaban system?,[ANS] >> dbp:settlementType >> dbr:Thesaban [SEP] [ANS] >> rdf:type >> dbo:Town
translate question to dbpedia path: In how many different wars have people graduated from the Army Command and General staff college fought?,COUNT >> [VAR1] >> dbo:almaMater >> dbr:United_States_Army_Command_and_General_Staff_College [SEP] [VAR1] >> dbp:battles >> [ANS]
translate question to dbpedia path: Which non fictional subject of Thud is the athletics of PATTS College of Aeronautics ?,dbr:PATTS_College_of_Aeronautics >> dbp:athletics >> [ANS] [SEP] dbr:Thud! >> dbo:nonFictionSubject >> [ANS]
translate question to dbpedia path: Was Beth Tweddle primarily coached by Amanda Reddin?,ASK >> dbr:Beth_Tweddle >> dbp:headcoach >> dbr:Amanda_Reddin
translate question to dbpedia path: List the current members of Metro Station (band) ?,dbr:Metro_Station_(band) >> dbp:currentMembers >> [ANS]
translate question to dbpedia path: Was robert sarvis a nominee of the US Senate?,ASK >> dbr:Robert_Sarvis >> dbo:nominee >> dbr:United_States_Senate
translate question to dbpedia path: Which major shrine of Tekle haymanot is the palce of death of Haile Selassie Gugsa ?,dbr:Haile_Selassie_Gugsa >> dbp:placeOfDeath >> [ANS] [SEP] dbr:Tekle_Haymanot >> dbo:majorShrine >> [ANS]
translate question to dbpedia path: Which video game's artist is Hiroji Kiyotake and computing platform is Virtual Console?,[ANS] >> dbo:computingPlatform >> dbr:Virtual_Console [SEP] [ANS] >> dbp:artist >> dbr:Hiroji_Kiyotake [SEP] [ANS] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: Name a basketball player with teams as Chicago Bulls and Phoenix Suns?,[ANS] >> dbo:team >> dbr:Phoenix_Suns [SEP] [ANS] >> dbp:team >> dbr:Chicago_Bulls [SEP] [ANS] >> rdf:type >> dbo:BasketballPlayer
translate question to dbpedia path: What is the home stadium of Kenya's women national football team ?,dbr:Kenya_women's_national_football_team >> dbp:homeStadium >> [ANS]
translate question to dbpedia path: Where does the jurisdiction of European Border and Coast Guard fall?,dbr:European_Border_and_Coast_Guard >> dbp:jurisdiction >> [ANS]
translate question to dbpedia path: What is the award which is presented by Swedish Academy?,[ANS] >> dbp:presenter >> dbr:Swedish_Academy [SEP] [ANS] >> rdf:type >> dbo:Award
translate question to dbpedia path: Where was the company who is the operator of Harihar Airport founded ?,[VAR1] >> dbp:foundation >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Company [SEP] dbr:Harihar_Airport >> dbo:operator >> [VAR1]
translate question to dbpedia path: What are some important people in NGOs headed by Donna Shalala?,[VAR1] >> dbo:keyPerson >> dbr:Donna_Shalala [SEP] [VAR1] >> dbp:keyPeople >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Non-ProfitOrganisation
translate question to dbpedia path: What are the other key people of the non-profit organisations whose one of the  key person is Joe Green ?,[VAR1] >> dbp:keyPeople >> [ANS] [SEP] [VAR1] >> dbp:keyPeople >> dbr:Joe_Green_(entrepreneur) [SEP] [VAR1] >> rdf:type >> dbo:Non-ProfitOrganisation
translate question to dbpedia path: Who are the people whose phD advisor was Harry Harlow?,[ANS] >> dbp:doctoralAdvisor >> dbr:Harry_Harlow [SEP] [ANS] >> rdf:type >> dbo:Person
translate question to dbpedia path: What is the county seat of Moscow Governorate ?,dbr:Moscow_Governorate >> dbo:capital >> [ANS]
translate question to dbpedia path: What are some books whose cover illustration is designed by Marshall Arisman?,[ANS] >> dbp:coverArtist >> dbr:Marshall_Arisman [SEP] [ANS] >> rdf:type >> dbo:Book
translate question to dbpedia path: Momoko Kchi has acted in which movie ?,[ANS] >> dbo:starring >> dbr:Momoko_Kōchi [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: What show has Sirius XM Holdings and Fox Sports Radio as channels ?,[ANS] >> dbo:channel >> dbr:Fox_Sports_Radio [SEP] [ANS] >> dbo:channel >> dbr:Sirius_XM_Holdings [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: What is the  name of the television show whose developer is J. Michael Straczynski and actor is Jason Carter (actor)?,[ANS] >> dbo:developer >> dbr:J._Michael_Straczynski [SEP] [ANS] >> dbo:starring >> dbr:Jason_Carter_(actor) [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: What are some cars similar to the ones assembled at Toluca?,[VAR1] >> dbp:assembly >> dbr:Toluca [SEP] [VAR1] >> dbp:related >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Automobile
translate question to dbpedia path: Who is associated to the predecessor of Dan Mica?,[ANS] >> dbo:associate >> [VAR1] [SEP] [VAR1] >> dbp:predecessor >> dbr:Dan_Mica
translate question to dbpedia path: Michael Deeley produce how many movies?,COUNT >> [ANS] >> dbo:producer >> dbr:Michael_Deeley
translate question to dbpedia path: List borders of the admin region bordering Arctic ocean ?,[VAR1] >> dbo:border >> [ANS] [SEP] [VAR1] >> dbo:border >> dbr:Arctic_Ocean
translate question to dbpedia path: What is the nationality of the J. T. Krogh which is also the  sovereign state of the Camilla Martin,dbr:Camilla_Martin >> dbo:country >> [ANS] [SEP] dbr:J._T._Krogh >> dbo:nationality >> [ANS]
translate question to dbpedia path: How many food items have an ingredient from the Sapindales family?,COUNT >> [ANS] >> dbo:ingredient >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Food [SEP] [VAR1] >> dbo:order >> dbr:Sapindales
translate question to dbpedia path: Which district of Thorington railway station is the location of death of  David Lewis (poet) ?,dbr:David_Lewis_(poet) >> dbo:deathPlace >> [ANS] [SEP] dbr:Thorington_railway_station >> dbo:district >> [ANS]
translate question to dbpedia path: Who was the head coach of Middlesbrough F.C. season 2006-7 also the coach of England national under 21 footbal team ?,dbr:2006–07_Middlesbrough_F.C._season >> dbo:manager >> [ANS] [SEP] dbr:England_national_under-21_football_team >> dbp:coach >> [ANS]
translate question to dbpedia path: Who designed the bridge over the Valaichchenai lagoon?,[VAR1] >> dbp:crosses >> dbr:Valaichchenai_Lagoon [SEP] [VAR1] >> dbp:designer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bridge
translate question to dbpedia path: Where did anton ausserer die?,dbr:Anton_Ausserer >> dbp:deathPlace >> [ANS]
translate question to dbpedia path: How many teams have used the stadium which hosted the WCW mayhem?,COUNT >> [VAR1] >> dbo:tenant >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Stadium [SEP] dbr:WCW_Mayhem >> dbp:venue >> [VAR1]
translate question to dbpedia path: List  bacterias whose orde is Bacillales and division is Firmicutes?,[ANS] >> dbo:division >> dbr:Firmicutes [SEP] [ANS] >> dbo:order >> dbr:Bacillales [SEP] [ANS] >> rdf:type >> dbo:Bacteria
translate question to dbpedia path: Who are in the liang chow club?,[ANS] >> dbp:club >> dbr:Liang_Chow
translate question to dbpedia path: To which family does korean fox belongs to ?,dbr:Korean_fox >> dbo:family >> [ANS]
"translate question to dbpedia path: What is the alma mater of the person, whose child is Samuel Moreno Rojas?",[VAR1] >> dbp:almaMater >> [ANS] [SEP] [VAR1] >> dbp:children >> dbr:Samuel_Moreno_Rojas
translate question to dbpedia path: Name the river whose source place is Gloucestershire and mouth place is Southend-on-Sea ?,[ANS] >> dbo:mouthPlace >> dbr:Southend-on-Sea [SEP] [ANS] >> dbo:sourcePlace >> dbr:Gloucestershire [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: In how many countries does the Zurich Affoltern am Albis Zug line go?,COUNT >> [ANS] >> rdf:type >> dbo:Country [SEP] [VAR1] >> dbo:country >> [ANS] [SEP] [VAR1] >> dbp:line >> dbr:Zürich–Affoltern_am_Albis–Zug_railway_line
translate question to dbpedia path: How many movies did Joel Schumacher direct?,COUNT >> [ANS] >> dbo:director >> dbr:Joel_Schumacher [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: In how many places did Julian Leow Beng Kim study?,COUNT >> [ANS] >> rdf:type >> dbo:University [SEP] dbr:Julian_Leow_Beng_Kim >> dbp:almaMater >> [ANS]
translate question to dbpedia path: Is lion an animal?,ASK >> dbr:Lion >> dbo:kingdom >> dbr:Animal
translate question to dbpedia path: Which cities have the river one of whose Tributary is the Missouri's big spring?,[VAR1] >> dbo:city >> [ANS] [SEP] [VAR1] >> dbo:rightTributary >> dbr:Big_Spring_(Missouri) [SEP] [VAR1] >> rdf:type >> dbo:River
translate question to dbpedia path: Which Stanley Kubrick's movie has music by Laurie Johnson?,[ANS] >> dbp:director >> dbr:Stanley_Kubrick [SEP] [ANS] >> dbp:music >> dbr:Laurie_Johnson [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: How many movies were directed by the graduate of Burbank High School ?,"COUNT >> [ANS] >> dbp:director >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbp:education >> dbr:Burbank_High_School_(Burbank,_California)"
translate question to dbpedia path: What is the type of Vesak ?,dbr:Vesak >> dbo:type >> [ANS]
translate question to dbpedia path: Who have become famous by movies produced by Laurence Mark?,[ANS] >> dbo:knownFor >> [VAR1] [SEP] [VAR1] >> dbp:producer >> dbr:Laurence_Mark
translate question to dbpedia path: Count all the scientologists.,COUNT >> [ANS] >> dbo:religion >> dbr:Scientology
translate question to dbpedia path: Laozi has authored which books ?,[ANS] >> dbp:author >> dbr:Laozi [SEP] [ANS] >> rdf:type >> dbo:Book
translate question to dbpedia path: Name the river  whose source location is Nevado Mismi and region is Arequipa Region?,[ANS] >> dbp:sourceLocation >> dbr:Nevado_Mismi [SEP] [ANS] >> dbp:sourceRegion >> dbr:Arequipa_Region [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: List the awards won by the fashion designer which have been recognized by Tennessee State Museum ?,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbo:award >> dbr:Tennessee_State_Museum [SEP] [VAR1] >> rdf:type >> dbo:FashionDesigner
translate question to dbpedia path: Where can I find companies which originated in Canada?,[VAR1] >> dbo:foundationPlace >> dbr:Canada [SEP] [VAR1] >> dbp:locations >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Company
translate question to dbpedia path: Name the species of Panthera leo fossilis ?,dbr:Panthera_leo_fossilis >> dbo:species >> [ANS]
translate question to dbpedia path: What is the nationality of Newin Chidchob ?,dbr:Newin_Chidchob >> dbp:nationality >> [ANS]
translate question to dbpedia path: List the affiliations of Wikipedia Zero ?,dbr:Wikipedia_Zero >> dbp:affiliations >> [ANS]
translate question to dbpedia path: What is the route start of Capitol 400 ?,dbr:Capitol_400 >> dbo:routeStart >> [ANS]
translate question to dbpedia path: Which awards did the parents of Anna Bergman win ?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:Anna_Bergman >> dbo:parent >> [VAR1]
translate question to dbpedia path: How many schools have a bison as their mascot?,COUNT >> [ANS] >> dbp:mascot >> dbr:Bison [SEP] [ANS] >> rdf:type >> dbo:School
translate question to dbpedia path: What river originates in the Connecticut Lakes?,[ANS] >> dbo:source >> dbr:Connecticut_Lakes [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: List the bacterias whose division is Firmicutes and domain is bacteria?,[ANS] >> dbo:division >> dbr:Firmicutes [SEP] [ANS] >> dbp:domain >> dbr:Bacteria [SEP] [ANS] >> rdf:type >> dbo:Bacteria
translate question to dbpedia path: Which country of Montaas Mayas Chiquibul is the birth place of Jos Bernardo Escobar?,dbr:José_Bernardo_Escobar >> dbp:birthPlace >> [ANS] [SEP] dbr:Montañas_Mayas_Chiquibul >> dbp:country >> [ANS]
translate question to dbpedia path: Who is the head coach of 2009-10 Middlesbrough F.C. season ?,dbr:2009–10_Middlesbrough_F.C._season >> dbo:manager >> [ANS]
translate question to dbpedia path: Name the battle fought by the people which also fought in Levant ?,[VAR1] >> dbp:battles >> [ANS] [SEP] [VAR1] >> dbp:battles >> dbr:Levant [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: Which work institutions of the Andrew Schally is the  alma mater of the Mara Eugenia Rojas Correa ?,dbr:Andrew_Schally >> dbp:workInstitutions >> [ANS] [SEP] dbr:María_Eugenia_Rojas_Correa >> dbp:almaMater >> [ANS]
translate question to dbpedia path: Which politician's constituency is led by the SF Board of Supervisors?,[ANS] >> dbp:constituency >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder [SEP] [VAR1] >> dbp:leaderTitle >> dbr:San_Francisco_Board_of_Supervisors
translate question to dbpedia path: How many factions have fought in wars where Francois Marie Le Marchand de Lignery was involved?,COUNT >> [VAR1] >> dbp:combatant >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:MilitaryConflict [SEP] dbr:François-Marie_Le_Marchand_de_Lignery >> dbo:battle >> [VAR1]
translate question to dbpedia path: What are some people who are on the board of companies founded in NY?,[ANS] >> dbo:board >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Person [SEP] [VAR1] >> dbp:foundation >> dbr:New_York_City
translate question to dbpedia path: Who was the architect of the stadium currently run by the Pittsburgh Pirates?,[VAR1] >> dbp:architect >> [ANS] [SEP] [VAR1] >> dbp:operator >> dbr:Pittsburgh_Pirates [SEP] [VAR1] >> rdf:type >> dbo:Stadium
translate question to dbpedia path: Give me a count of musicians who play an instrument developed by George Beauchamp ?,COUNT >> [ANS] >> dbo:instrument >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:MusicalArtist [SEP] [VAR1] >> dbp:keyPeople >> dbr:George_Beauchamp
translate question to dbpedia path: What sport activities are available at Polytechnic University of the Philippines Bataan?,dbr:Polytechnic_University_of_the_Philippines_–_Bataan >> dbo:sport >> [ANS]
translate question to dbpedia path: In how many places have the companies started in Newcastle worked?,COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:foundationPlace >> dbr:City_of_Newcastle [SEP] [VAR1] >> dbo:regionServed >> [ANS]
translate question to dbpedia path: What are the musicals of the people died in California?,[ANS] >> dbp:music >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Musical [SEP] [VAR1] >> dbo:deathPlace >> dbr:California
"translate question to dbpedia path: What sport has made Eric Schiller famous, and has employed Craig Van Tibury?",dbr:Craig_Van_Tilbury >> dbo:occupation >> [ANS] [SEP] dbr:Eric_Schiller >> dbo:knownFor >> [ANS]
translate question to dbpedia path: Which pole driver of 1989 Portuguese Grand Prix was also the first driver of 1993 European Grand Prix ?,dbr:1989_Portuguese_Grand_Prix >> dbo:poleDriver >> [ANS] [SEP] dbr:1993_European_Grand_Prix >> dbp:firstDriver >> [ANS]
translate question to dbpedia path: What is the debut team of the gridiron football player who coached the 1931 Staten Island Stapletons season ?,[VAR1] >> dbp:debutteam >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:GridironFootballPlayer [SEP] dbr:1931_Staten_Island_Stapletons_season >> dbo:coach >> [VAR1]
translate question to dbpedia path: Name the alma mater of the scientist famous for Email filtering ?,[VAR1] >> dbp:almaMater >> [ANS] [SEP] [VAR1] >> dbp:knownFor >> dbr:Email_filtering [SEP] [VAR1] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Where is the T.I. Ahmadiyya Girls Senior High School?,"dbr:T.I._Ahmadiyya_Girls_Senior_High_School,_Asokore >> dbo:denomination >> [ANS]"
"translate question to dbpedia path: To what region is Sukhumbhand Paribatra, a leader?",[ANS] >> dbo:leaderName >> dbr:Sukhumbhand_Paribatra [SEP] [ANS] >> rdf:type >> dbo:Region
translate question to dbpedia path: What are the birth place of the people who are the star of Dhoondte Reh Jaaoge?,[VAR1] >> dbo:birthPlace >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person [SEP] dbr:Dhoondte_Reh_Jaaoge!_(1998_film) >> dbo:starring >> [VAR1]
translate question to dbpedia path: Which software uses windows as it's operating system and is written in C++ ?,[ANS] >> dbo:operatingSystem >> dbr:Microsoft_Windows [SEP] [ANS] >> dbo:programmingLanguage >> dbr:C++ [SEP] [ANS] >> rdf:type >> dbo:Software
translate question to dbpedia path: Which domain's journals did Willard Fiske edit?,[VAR1] >> dbp:discipline >> [ANS] [SEP] [VAR1] >> dbp:editor >> dbr:Willard_Fiske [SEP] [VAR1] >> rdf:type >> dbo:AcademicJournal
translate question to dbpedia path: What is the religion of the person who is in the cast of Master's Sun> ?,[VAR1] >> dbp:religion >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person [SEP] dbr:Master's_Sun >> dbo:starring >> [VAR1]
"translate question to dbpedia path: What is the television show whose theme music composer's home town is El Sobrante, California?","[ANS] >> dbp:themeMusicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:hometown >> dbr:El_Sobrante,_California"
translate question to dbpedia path: How many maintainers are there of the bridges that can carry motor vehicles over them?,COUNT >> [VAR1] >> dbo:maintainedBy >> [ANS] [SEP] [VAR1] >> dbp:carries >> dbr:Motor_vehicle
translate question to dbpedia path: What currencies are circulated in the countries where people speak French?,[VAR1] >> dbo:currency >> [ANS] [SEP] [VAR1] >> dbo:officialLanguage >> dbr:French_language [SEP] [VAR1] >> rdf:type >> dbo:Location
translate question to dbpedia path: Did Oliver Sacks study at the Columbia University?,ASK >> dbr:Oliver_Sacks >> dbo:institution >> dbr:Columbia_University
translate question to dbpedia path: Give the distinct number of other party of the people which have one of the party as Janata Party ?,COUNT >> [VAR1] >> dbo:otherParty >> [ANS] [SEP] [VAR1] >> dbo:otherParty >> dbr:Janata_Party
translate question to dbpedia path: List the former partner of the figure skaters whose former choreographer was Igor Shpillband.,[VAR1] >> dbo:formerChoreographer >> dbr:Igor_Shpillband [SEP] [VAR1] >> dbo:formerPartner >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:FigureSkater
translate question to dbpedia path: Give me a list of all the buildings which are located in districts governed by John Tory.,[ANS] >> dbo:location >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Building [SEP] [VAR1] >> dbp:leaderName >> dbr:John_Tory
translate question to dbpedia path: Which BBC's TV show is related with the Sarah Jane Adventures?,[ANS] >> dbo:network >> dbr:BBC_HD [SEP] [ANS] >> dbo:related >> dbr:The_Sarah_Jane_Adventures [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Which associate of Thomas bryan Martin is also the president of Carmichael ?,dbr:Thomas_Bryan_Martin >> dbo:associate >> [ANS] [SEP] dbr:William_Carmichael_(diplomat) >> dbp:president >> [ANS]
translate question to dbpedia path: Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,dbr:First_Legislative_Assembly_of_Uttar_Pradesh >> dbp:party >> [ANS]
translate question to dbpedia path: How many organizations own the website to which Jimmy Wales contributes?,COUNT >> [ANS] >> rdf:type >> dbo:Organisation [SEP] [VAR1] >> dbo:author >> dbr:Jimmy_Wales [SEP] [VAR1] >> dbo:owner >> [ANS]
translate question to dbpedia path: Name the notable commanders of Army Group Oberrhein ?,dbr:Army_Group_Oberrhein_(Germany) >> dbp:notableCommanders >> [ANS]
