input_text,target_text
translate question to dbpedia path | Entities possibly involved: dbr:Native_Indonesians | Question: Which countries share a similar sociocultural and ethnic heritage of that of Native Indonesians?,dbr:Native_Indonesians >> dbp:region >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Men_Will_Be_Men | Question: What is the residence of the person, who starred in Men Will Be Men ?",[VAR1] >> dbp:residence >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person [SEP] dbr:Men_Will_Be_Men >> dbo:starring >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Johnny_Cash | Question: What people are known to work for Johnny Cash?,[ANS] >> dbp:associatedActs >> dbr:Johnny_Cash [SEP] [ANS] >> rdf:type >> dbo:Person
"translate question to dbpedia path | Entities possibly involved: dbr:Lava_River_Cave, dbr:Goose_Lake_Valley | Question: In which state is Goose Lake Valle, which is also part of Lava River Cave ?",dbr:Goose_Lake_Valley >> dbo:state >> [ANS] [SEP] dbr:Lava_River_Cave >> dbo:location >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Columbus_Crew_SC | Question: Where did some of the matches take place where Columbus Crew SC played?,[VAR1] >> dbo:location >> [ANS] [SEP] [VAR1] >> dbp:team >> dbr:Columbus_Crew_SC [SEP] [VAR1] >> rdf:type >> dbo:FootballMatch
translate question to dbpedia path | Entities possibly involved: dbr:Italy | Question: How many awards have been given to Italians?,COUNT >> [VAR1] >> dbp:awards >> [ANS] [SEP] [VAR1] >> dbp:birthPlace >> dbr:Italy
translate question to dbpedia path | Entities possibly involved: dbr:American_Mediterranean_Sea | Question: Count the number of cities around the American Mediterranean Sea?,COUNT >> [ANS] >> rdf:type >> dbo:City [SEP] dbr:American_Mediterranean_Sea >> dbp:cities >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Mika_Häkkinen | Question: List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver.,[VAR1] >> dbo:firstDriver >> [ANS] [SEP] [VAR1] >> dbo:poleDriver >> dbr:Mika_Häkkinen [SEP] [VAR1] >> rdf:type >> dbo:GrandPrix
translate question to dbpedia path | Entities possibly involved: dbr:Sony_Music_Entertainment | Question: How many movies have their music signed up with Sony Music Entertainment.,COUNT >> [ANS] >> dbo:musicComposer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbo:recordLabel >> dbr:Sony_Music_Entertainment
"translate question to dbpedia path | Entities possibly involved: dbr:John_Steed, dbr:David_King-Wood | Question: What is the nationality of the David King-Wood and John Steed ?",dbr:David_King-Wood >> dbp:nationality >> [ANS] [SEP] dbr:John_Steed >> dbp:nationality >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:BBC_HD | Question: What are the television shows whose network is BBC HD?,[ANS] >> dbo:network >> dbr:BBC_HD [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path | Entities possibly involved: dbr:Nandurbar | Question: To which party does the politician belong, who was born in Nandurbar?",[VAR1] >> dbo:party >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:Nandurbar [SEP] [VAR1] >> rdf:type >> dbo:Politician
translate question to dbpedia path | Entities possibly involved: dbr:Luis_Enrique_(footballer) | Question: Name the people who were in a youth club managed by Luis Enrique ?,[ANS] >> dbp:youthclubs >> [VAR1] [SEP] [VAR1] >> dbp:manager >> dbr:Luis_Enrique_(footballer)
translate question to dbpedia path | Entities possibly involved: dbr:Liverpool_Institute_High_School_for_Boys | Question: What is the local authority of Liverpool Institute High School for Boys ?,dbr:Liverpool_Institute_High_School_for_Boys >> dbo:localAuthority >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Manchester | Question: What is the destinations of the airline whose headquarters is in Manchester?,[VAR1] >> dbp:destinations >> [ANS] [SEP] [VAR1] >> dbp:headquarters >> dbr:Manchester [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path | Entities possibly involved: dbr:Crystal_Harris | Question: who married crystal harris?,[ANS] >> dbp:spouse >> dbr:Crystal_Harris
"translate question to dbpedia path | Entities possibly involved: dbr:Irving_Chernev, dbr:Thud! | Question: Which job of Irving Chernev is the non-fiction subject of the Thud ?",dbr:Irving_Chernev >> dbo:occupation >> [ANS] [SEP] dbr:Thud! >> dbo:nonFictionSubject >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Clamp_(manga_artists) | Question: Who gave the voice to the characters sculpted by Clamp?,[VAR1] >> dbo:voice >> [ANS] [SEP] [VAR1] >> dbp:creator >> dbr:Clamp_(manga_artists) [SEP] [VAR1] >> rdf:type >> dbo:FictionalCharacter
translate question to dbpedia path | Entities possibly involved: dbr:England | Question: Where are the tombs of kings and queens who have died in England?,[VAR1] >> dbp:placeOfBurial >> [ANS] [SEP] [VAR1] >> dbp:placeOfDeath >> dbr:England [SEP] [VAR1] >> rdf:type >> dbo:Royalty
"translate question to dbpedia path | Entities possibly involved: dbr:The_Temptress, dbr:Lloyd_Nosler | Question: Is Lloyd  Nosler the editor of The Temptress?",ASK >> dbr:The_Temptress >> dbo:editing >> dbr:Lloyd_Nosler
translate question to dbpedia path | Entities possibly involved: dbr:National_Collegiate_Athletic_Association | Question: Who are the people whose alumna is a part of the National Collegiate Athletic Association?,[ANS] >> dbp:education >> [VAR1] [SEP] [VAR1] >> dbo:athletics >> dbr:National_Collegiate_Athletic_Association
translate question to dbpedia path | Entities possibly involved: dbr:WTJC-LP | Question: On what subject does WTJC-LP air?,dbr:WTJC-LP >> dbp:format >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:April_Stewart, dbr:Broadcast_syndication | Question: Name the television show whose voice is given by April Stewart and it's distributor is Broadcast syndication?",[ANS] >> dbo:distributor >> dbr:Broadcast_syndication [SEP] [ANS] >> dbp:voices >> dbr:April_Stewart [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path | Entities possibly involved: dbr:Martin_AN/FSG-1_Antiaircraft_Defense_System | Question: In which city is the building, whose part is the Martin AN/FSG1 anti aircraft system?",[VAR1] >> dbo:part >> dbr:Martin_AN/FSG-1_Antiaircraft_Defense_System [SEP] [VAR1] >> dbp:district >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Building
"translate question to dbpedia path | Entities possibly involved: dbr:Akale, dbr:A_House_Not_Meant_to_Stand | Question: Who wrote A house not meant to stand and Akale?",dbr:A_House_Not_Meant_to_Stand >> dbp:writer >> [ANS] [SEP] dbr:Akale >> dbo:writer >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:England_national_under-20_football_team, dbr:Middlesbrough_F.C. | Question: Who managed England national under-20 football team and Middlesbrough F.C.?",[ANS] >> dbo:managerClub >> dbr:Middlesbrough_F.C. [SEP] [ANS] >> dbp:managerclubs >> dbr:England_national_under-20_football_team
translate question to dbpedia path | Entities possibly involved: dbr:Magic_Trackpad | Question: Who developed the software which is used as operating system of Magic Trackpad ?,[VAR1] >> dbp:developer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Software [SEP] dbr:Magic_Trackpad >> dbo:operatingSystem >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Seattle, dbr:USS_Tillamook_(AT-16) | Question: Was the USS Tillamook built in Seattle?",ASK >> dbr:USS_Tillamook_(AT-16) >> dbp:shipBuilder >> dbr:Seattle
translate question to dbpedia path | Entities possibly involved: dbr:FremantleMedia | Question: Who produced the TV shows for Fremantle Media?,[VAR1] >> dbo:producer >> [ANS] [SEP] [VAR1] >> dbp:company >> dbr:FremantleMedia [SEP] [VAR1] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:Merritt_Paulson | Question: What is the home stadium of the soccer club seasons whose chairman is Merritt Paulson?,[VAR1] >> dbo:homeStadium >> [ANS] [SEP] [VAR1] >> dbp:chairman >> dbr:Merritt_Paulson [SEP] [VAR1] >> rdf:type >> dbo:SoccerClubSeason
translate question to dbpedia path | Entities possibly involved: dbr:Dorchester_Bay_(Boston_Harbor) | Question: In which state is Dorchester Bay (Boston Harbor) ?,dbr:Dorchester_Bay_(Boston_Harbor) >> dbp:state >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Solomon | Question: Name the veneration of the monarch who is the predecessor of Solomon?,[VAR1] >> dbp:veneratedIn >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Monarch [SEP] dbr:Solomon >> dbp:predecessor >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Tommy_Tucker's_Tooth, dbr:Mickey's_Mellerdrammer | Question: Who was the director of photography of Mickey's Mellerdrammer and the animator of Tommy Tucker's Tooth?",dbr:Mickey's_Mellerdrammer >> dbp:cinematography >> [ANS] [SEP] dbr:Tommy_Tucker's_Tooth >> dbp:animator >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Xianren_Cave, dbr:Estadio_Nacional_de_Costa_Rica_(2011) | Question: Who is the builder of Estadio Nacional de Costa Rica and also location of Xianren Cave ?",dbr:Estadio_Nacional_de_Costa_Rica_(2011) >> dbo:builder >> [ANS] [SEP] dbr:Xianren_Cave >> dbo:country >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Super_Mario_Adventures, dbr:Glover_(video_game) | Question: Which distributer of Glover (video game) is also the  publisher of the Super Mario Adventures ?",dbr:Glover_(video_game) >> dbo:distributor >> [ANS] [SEP] dbr:Super_Mario_Adventures >> dbp:publisher >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Michael_Deeley | Question: How many movies did Michael Deeley produce?,COUNT >> [ANS] >> dbp:producer >> dbr:Michael_Deeley [SEP] [ANS] >> rdf:type >> dbo:Film
"translate question to dbpedia path | Entities possibly involved: dbr:Vancouver_Whitecaps_FC, dbr:Steve_Nash | Question: Is Steve Nash the chairman of Vancouver Whitecaps FC?",ASK >> dbr:Vancouver_Whitecaps_FC >> dbp:chairman >> dbr:Steve_Nash
translate question to dbpedia path | Entities possibly involved: dbr:Aarnoud_van_Heemstra | Question: Who is a famous relative of Aaround Van Heemstra?,[ANS] >> dbo:relative >> dbr:Aarnoud_van_Heemstra [SEP] [ANS] >> rdf:type >> dbo:Person
translate question to dbpedia path | Entities possibly involved: dbr:Lawrence_Realization_Stakes | Question: What awards have been given to the anyone who raced in the Lawrence Realization Stakes?,[VAR1] >> dbo:honours >> [ANS] [SEP] [VAR1] >> dbp:race >> dbr:Lawrence_Realization_Stakes
translate question to dbpedia path | Entities possibly involved: dbr:1st_Free_French_Division | Question: How many battles have involved commanders of 1st Free French Division?,COUNT >> [VAR1] >> dbp:battles >> [ANS] [SEP] dbr:1st_Free_French_Division >> dbp:notableCommanders >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Willem-Alexander_of_the_Netherlands | Question: How many areas are led by Willem Alexander?,COUNT >> [ANS] >> dbo:leader >> dbr:Willem-Alexander_of_the_Netherlands
"translate question to dbpedia path | Entities possibly involved: dbr:Jordan_Cronenweth, dbr:Vangelis | Question: Name the movie in which Vangelis gave the music and Jordan was the cinematographer ?",[ANS] >> dbo:cinematography >> dbr:Jordan_Cronenweth [SEP] [ANS] >> dbp:music >> dbr:Vangelis [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path | Entities possibly involved: dbr:Canada | Question: In how many places are the companies founded in Canada operating?,COUNT >> [VAR1] >> dbo:foundationPlace >> dbr:Canada [SEP] [VAR1] >> dbp:locations >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:United_Kingdom | Question: Count the number of movies whose editors were born in UK?,COUNT >> [ANS] >> dbp:editing >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbo:birthPlace >> dbr:United_Kingdom
"translate question to dbpedia path | Entities possibly involved: dbr:Jeff_Conaway, dbr:Jason_Carter_(actor) | Question: What is the television show whose cast members are Jeff Conaway and Jason Carter?",[ANS] >> dbo:starring >> dbr:Jason_Carter_(actor) [SEP] [ANS] >> dbo:starring >> dbr:Jeff_Conaway [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:Pietro_Parolin | Question: Which countries were led by Pietro Parolin?,[ANS] >> dbo:leader >> dbr:Pietro_Parolin [SEP] [ANS] >> rdf:type >> dbo:Country
translate question to dbpedia path | Entities possibly involved: dbr:Private_university | Question: List the sports played in private universities.,[VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbo:type >> dbr:Private_university
"translate question to dbpedia path | Entities possibly involved: dbr:Brideun_School_for_Exceptional_Children, dbr:B._J._Crombeen | Question: What state has a Brideun School for Exception Children and is the birthplace  of B J Crombeen?",dbr:B._J._Crombeen >> dbo:birthPlace >> [ANS] [SEP] dbr:Brideun_School_for_Exceptional_Children >> dbp:state >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:To_Where_You_Are | Question: Who is the performer of album which has the song ""To Where You Are"" ?",[VAR1] >> dbo:artist >> [ANS] [SEP] dbr:To_Where_You_Are >> dbo:album >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Dallas | Question: How many companies were founded in places where Dallas is the governing body ?,COUNT >> [ANS] >> dbo:foundationPlace >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Company [SEP] [VAR1] >> dbp:governingBody >> dbr:Dallas
"translate question to dbpedia path | Entities possibly involved: dbr:Gregg_Toland, dbr:Orson_Welles | Question: What Orson Welles directed movie has  photography director as Gregg Toland ?",[ANS] >> dbo:cinematography >> dbr:Gregg_Toland [SEP] [ANS] >> dbp:director >> dbr:Orson_Welles [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path | Entities possibly involved: dbr:Pittsburgh_Line | Question: Who founded the city at the end of the Pittsburgh Line route?,[VAR1] >> dbo:founder >> [ANS] [SEP] dbr:Pittsburgh_Line >> dbo:routeEnd >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Subang_Interchange | Question: Name the hubs of the airlines whose headquarters is in the Subang Interchange?,[VAR1] >> dbp:headquarters >> dbr:Subang_Interchange [SEP] [VAR1] >> dbp:hubs >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline
"translate question to dbpedia path | Entities possibly involved: dbr:TNT_(TV_channel), dbr:Prime_Time_Entertainment_Network | Question: Name the television show whose network is TNT (TV channel) and Prime Time Entertainment Network?",[ANS] >> dbo:network >> dbr:Prime_Time_Entertainment_Network [SEP] [ANS] >> dbp:network >> dbr:TNT_(TV_channel) [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:Lillian_Disney | Question: List the honorary title given to the spouse of Lillian Disney ?,[VAR1] >> dbo:award >> [ANS] [SEP] dbr:Lillian_Disney >> dbp:spouse >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:United_States | Question: How many games have a publisher based in US?,COUNT >> [ANS] >> dbo:publisher >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:VideoGame [SEP] [VAR1] >> dbo:location >> dbr:United_States
"translate question to dbpedia path | Entities possibly involved: dbr:Moskovsky_railway_station_(Saint_Petersburg) | Question: Where does the rail route, which ends at the Moskovsky station, begins?",[VAR1] >> dbo:routeEnd >> dbr:Moskovsky_railway_station_(Saint_Petersburg) [SEP] [VAR1] >> dbo:routeStart >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:National_Basketball_Association | Question: How many people have played for the NBA?,COUNT >> [ANS] >> dbp:league >> dbr:National_Basketball_Association
"translate question to dbpedia path | Entities possibly involved: dbr:Tonight's_the_Night_(2003_musical), dbr:Alana_Stewart | Question: Name the musician who gave the music in Tonight's the night and is also wedded to Alana Stewart ?",dbr:Alana_Stewart >> dbo:spouse >> [ANS] [SEP] dbr:Tonight's_the_Night_(2003_musical) >> dbp:music >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:2002_Players_Championship | Question: What is the nationality of the golf player who won the  2002 Players Championship ?,[VAR1] >> dbo:nationality >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:GolfPlayer [SEP] dbr:2002_Players_Championship >> dbo:champion >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Akinoumi_Setsuo, dbr:Edwin_Andrews_Air_Base | Question: Which builder of Edwin Andrews Air Base isalso place of birth of the Akinoumi Setsuo ?",dbr:Akinoumi_Setsuo >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Edwin_Andrews_Air_Base >> dbo:builder >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Emma_(novel), dbr:Jane_Austen_in_Manhattan | Question: Who penned Emma and Jane Austen in Manhatten?",dbr:Emma_(novel) >> dbp:author >> [ANS] [SEP] dbr:Jane_Austen_in_Manhattan >> dbo:writer >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Progressive_rock | Question: How many labels sign up progressive rock artists?,COUNT >> [VAR1] >> dbo:recordLabel >> [ANS] [SEP] [VAR1] >> dbp:genre >> dbr:Progressive_rock
translate question to dbpedia path | Entities possibly involved: dbr:Gatwick_Airport | Question: Which continents can be reached by flight companies available on Gatwick Airport?,[VAR1] >> dbo:targetAirport >> dbr:Gatwick_Airport [SEP] [VAR1] >> dbp:destinations >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Airline
"translate question to dbpedia path | Entities possibly involved: dbr:Benjamin_Franklin_Terry, dbr:U.S._Route_59_in_Texas | Question: Where is Benjamin Franklin Terry buried, and US Route 59 has a junction?",dbr:Benjamin_Franklin_Terry >> dbp:placeofburial >> [ANS] [SEP] dbr:U.S._Route_59_in_Texas >> dbp:junction >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Ctenochaetus_binotatus, dbr:Actinopterygii | Question: Do Ctenochaetus Binotatus lie in the cActinopterygii class?",ASK >> dbr:Ctenochaetus_binotatus >> dbo:class >> dbr:Actinopterygii
translate question to dbpedia path | Entities possibly involved: dbr:Megabalanus_concinnus | Question: Who are some authoritative persons on the matter of Megabalanus concinnus?,dbr:Megabalanus_concinnus >> dbo:binomialAuthority >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Kiki_Cutter | Question: Where the club of Kiki Cutter located?,[VAR1] >> dbo:location >> [ANS] [SEP] dbr:Kiki_Cutter >> dbp:club >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Ingrid_von_Rosen | Question: List the awards won by the wife of Ingrid von Rosen.,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:Ingrid_von_Rosen >> dbp:spouse >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Chicago_Bears, dbr:Michigan_Wolverines | Question: Which current Michigan Wolverines team member debuted in Chicago Bears ?",[ANS] >> dbp:currentteam >> dbr:Michigan_Wolverines [SEP] [ANS] >> dbp:debutteam >> dbr:Chicago_Bears
"translate question to dbpedia path | Entities possibly involved: dbr:Geoffrey_Burgon, dbr:Cinema_International_Corporation | Question: List the movie whose music was given by Geoffrey Burgon and distributed by Cinema International Corporation?",[ANS] >> dbo:distributor >> dbr:Cinema_International_Corporation [SEP] [ANS] >> dbo:musicComposer >> dbr:Geoffrey_Burgon [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path | Entities possibly involved: dbr:Waylon_Jennings | Question: Which musical artists have collaborated with Waylon Jennings?,[ANS] >> dbo:associatedMusicalArtist >> dbr:Waylon_Jennings [SEP] [ANS] >> rdf:type >> dbo:MusicalArtist
translate question to dbpedia path | Entities possibly involved: dbr:Jeff_Hornacek | Question: What is the Nickname of the school where Jeff Hornacek studied  ?,[VAR1] >> dbp:nickname >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:School [SEP] dbr:Jeff_Hornacek >> dbp:highschool >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Pope_John_Paul_II | Question: Where did the people canonized by John Paul II die?,[VAR1] >> dbp:canonizedBy >> dbr:Pope_John_Paul_II [SEP] [VAR1] >> dbp:deathPlace >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Ford_SHO_V8_engine, dbr:Ford_Motor_Credit_Company | Question: Who is the owner of Ford Motor Credit comapny which is also the builder of FORD SHO V8 engine ?",dbr:Ford_Motor_Credit_Company >> dbp:owner >> [ANS] [SEP] dbr:Ford_SHO_V8_engine >> dbo:manufacturer >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Titus_Software | Question: Count the different genres of games published by Titus Software,COUNT >> [VAR1] >> dbo:genre >> [ANS] [SEP] [VAR1] >> dbp:publisher >> dbr:Titus_Software
translate question to dbpedia path | Entities possibly involved: dbr:James_Horner | Question: Who has produced movies that have a James Horner score?,[VAR1] >> dbp:music >> dbr:James_Horner [SEP] [VAR1] >> dbp:producer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Film
"translate question to dbpedia path | Entities possibly involved: dbr:Michael_Deeley, dbr:Warner_Bros. | Question: Which movie produced by Michael Deeley was distributed by Warner Bros ?",[ANS] >> dbp:distributor >> dbr:Warner_Bros. [SEP] [ANS] >> dbp:producer >> dbr:Michael_Deeley [SEP] [ANS] >> rdf:type >> dbo:Film
"translate question to dbpedia path | Entities possibly involved: dbr:Sharon_Marley, dbr:Rohan_Marley | Question: Name the person whose daughter is Rohan Marley and also another children named Sharon Marley ?",[ANS] >> dbo:child >> dbr:Rohan_Marley [SEP] [ANS] >> dbp:children >> dbr:Sharon_Marley [SEP] [ANS] >> rdf:type >> dbo:Person
translate question to dbpedia path | Entities possibly involved: dbr:United_States | Question: Which shows are voiced be US citizens?,[ANS] >> dbp:voices >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:stateOfOrigin >> dbr:United_States
"translate question to dbpedia path | Entities possibly involved: dbr:Eliza_Schneider, dbr:April_Stewart | Question: Name the television show voiced by April Stewart and Eliza Schneider?",[ANS] >> dbp:voices >> dbr:April_Stewart [SEP] [ANS] >> dbp:voices >> dbr:Eliza_Schneider [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path | Entities possibly involved: dbr:England | Question: Count the different places where the people died, who were born in England?",COUNT >> [VAR1] >> dbp:placeOfBirth >> dbr:England [SEP] [VAR1] >> dbp:placeOfDeath >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Battle_of_the_Bulge | Question: What are some relatives of Battle of the Bulge veterans?,[VAR1] >> dbo:relation >> [ANS] [SEP] [VAR1] >> dbp:battles >> dbr:Battle_of_the_Bulge [SEP] [VAR1] >> rdf:type >> dbo:MilitaryPerson
"translate question to dbpedia path | Entities possibly involved: dbr:Ford_SHO_V8_engine, dbr:Ford_Y-block_engine | Question: Who made the Y block engine and the SHO V8 engine?",dbr:Ford_SHO_V8_engine >> dbo:manufacturer >> [ANS] [SEP] dbr:Ford_Y-block_engine >> dbo:manufacturer >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Blizzard_Entertainment | Question: How many different genres of games are produced by Blizzard?,COUNT >> [VAR1] >> dbo:developer >> dbr:Blizzard_Entertainment [SEP] [VAR1] >> dbp:genre >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Kenthurst,_New_South_Wales | Question: Which tennis players live in Kenthurst, new south wales?","[ANS] >> dbo:residence >> dbr:Kenthurst,_New_South_Wales [SEP] [ANS] >> rdf:type >> dbo:TennisPlayer"
"translate question to dbpedia path | Entities possibly involved: dbr:Edwin_of_Northumbria, dbr:Pope_Gregory_I | Question: In which religions are both Pope Gregory 1 and Edwin of northumbria reverred?",dbr:Edwin_of_Northumbria >> dbp:veneratedIn >> [ANS] [SEP] dbr:Pope_Gregory_I >> dbp:veneratedIn >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Ridgewood,_New_Jersey | Question: How many things are located in Ridgewood, New Jersey?","COUNT >> [ANS] >> dbp:birthPlace >> dbr:Ridgewood,_New_Jersey"
"translate question to dbpedia path | Entities possibly involved: dbr:Kemijoki, dbr:Danish_straits | Question: Name the sea whose inflow is Kemijoki and outflow is Danish straits?",[ANS] >> dbo:inflow >> dbr:Kemijoki [SEP] [ANS] >> dbp:outflow >> dbr:Danish_straits [SEP] [ANS] >> rdf:type >> dbo:Sea
translate question to dbpedia path | Entities possibly involved: dbr:Shaun_the_Sheep | Question: What award was won by executive producer of Shaun the Sheep?,[VAR1] >> dbo:award >> [ANS] [SEP] dbr:Shaun_the_Sheep >> dbo:executiveProducer >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Altazor, dbr:Pablo_Picasso | Question: Was the altazor drawn by Picasso?",ASK >> dbr:Altazor >> dbp:illustrator >> dbr:Pablo_Picasso
translate question to dbpedia path | Entities possibly involved: dbr:SR_class_3Sub | Question: What is the operator of SR class 3Sub ?,dbr:SR_class_3Sub >> dbo:operator >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Clinton_Foundation, dbr:Edward_J._Perkins | Question: Which key person of the Clinton Foundation is also the president of Edward J. Perkins ?",dbr:Clinton_Foundation >> dbp:keyPeople >> [ANS] [SEP] dbr:Edward_J._Perkins >> dbo:president >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Cleopatra_V_of_Egypt, dbr:Ptolemy_XIV_of_Egypt | Question: Name the royalty whose daughter was Cleopatra V and was married to Ptolemy XIV of Egypt?",[ANS] >> dbo:spouse >> dbr:Ptolemy_XIV_of_Egypt [SEP] [ANS] >> dbp:mother >> dbr:Cleopatra_V_of_Egypt [SEP] [ANS] >> rdf:type >> dbo:Royalty
translate question to dbpedia path | Entities possibly involved: dbr:Jeff_Conaway | Question: How many times has Jeff Conaway been casted?,COUNT >> [ANS] >> dbo:starring >> dbr:Jeff_Conaway
translate question to dbpedia path | Entities possibly involved: dbr:Miss_Michigan_USA | Question: who are some miss michigan usa?,[ANS] >> dbp:title >> dbr:Miss_Michigan_USA
"translate question to dbpedia path | Entities possibly involved: dbr:Norton,_Massachusetts | Question: What nicknames do the universities in Norton, Massachusetts have?","[VAR1] >> dbp:city >> dbr:Norton,_Massachusetts [SEP] [VAR1] >> dbp:nickname >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:University"
"translate question to dbpedia path | Entities possibly involved: dbr:Microsoft_Office_Picture_Manager, dbr:Apple_Productivity_Experience_Group | Question: Which license of the Microsoft Office Picture Manager is also the  product of the Apple Productivity Experience Group",dbr:Apple_Productivity_Experience_Group >> dbo:product >> [ANS] [SEP] dbr:Microsoft_Office_Picture_Manager >> dbo:license >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Regional_Radio_Sports_Network | Question: What is the regional radio sports network associated with?,dbr:Regional_Radio_Sports_Network >> dbp:affiliations >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Mediterranean_Sea | Question: List the destinations of the airlines which also serves Mediterranean  Sea ?,[VAR1] >> dbp:destinations >> [ANS] [SEP] [VAR1] >> dbp:destinations >> dbr:Mediterranean_Sea [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path | Entities possibly involved: dbr:Roger_Barton_(film_editor) | Question: Which fictional character's portrayer was edited by Roger Barton?,[ANS] >> dbo:portrayer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:FictionalCharacter [SEP] [VAR1] >> dbp:editing >> dbr:Roger_Barton_(film_editor)
translate question to dbpedia path | Entities possibly involved: dbr:Sapindales | Question: What can be cooked out of things belonging to the order Sapindales?,[ANS] >> dbo:ingredient >> [VAR1] [SEP] [VAR1] >> dbo:order >> dbr:Sapindales
translate question to dbpedia path | Entities possibly involved: dbr:Miguel_García_Granados | Question: What is the birth place of the children of Miguel Garca Granados ?,[VAR1] >> dbo:birthPlace >> [ANS] [SEP] dbr:Miguel_García_Granados >> dbp:children >> [VAR1]
